#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'32FD	'1.1	'So	'Enc	CIRCLED KATAKANA WE	'㋽	'ヱ	'ヱ	'ヱ	Tr≠N4M			'32FD	'30F1	'30F1	'30F1	16. NFKC_CF-Circle
'32FE	'1.1	'So	'Enc	CIRCLED KATAKANA WO	'㋾	'ヲ	'ヲ	'ヲ	Tr≠N4M			'32FE	'30F2	'30F2	'30F2	16. NFKC_CF-Circle
'FFE8	'1.1	'So	'Nar	HALFWIDTH FORMS LIGHT VERTICAL	'￨	'│	'│	'│	Tr≠N4M			'FFE8	'2502	'2502	'2502	16. NFKC_CF-Narrow
'FFED	'1.1	'So	'Nar	HALFWIDTH BLACK SQUARE	'￭	'■	'■	'■	Tr≠N4M			'FFED	'25A0	'25A0	'25A0	16. NFKC_CF-Narrow
'FFEE	'1.1	'So	'Nar	HALFWIDTH WHITE CIRCLE	'￮	'○	'○	'○	Tr≠N4M			'FFEE	'25CB	'25CB	'25CB	16. NFKC_CF-Narrow
'1F150	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER A	'🅐	'a	'🅐	'a	Tr≠N4M	Tr≠NF		'1F150	'0061	'1F150	'0061	04+. missing_enclosed
'1F151	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER B	'🅑	'b	'🅑	'b	Tr≠N4M	Tr≠NF		'1F151	'0062	'1F151	'0062	04+. missing_enclosed
'1F152	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER C	'🅒	'c	'🅒	'c	Tr≠N4M	Tr≠NF		'1F152	'0063	'1F152	'0063	04+. missing_enclosed
'1F153	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER D	'🅓	'd	'🅓	'd	Tr≠N4M	Tr≠NF		'1F153	'0064	'1F153	'0064	04+. missing_enclosed
'1F154	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER E	'🅔	'e	'🅔	'e	Tr≠N4M	Tr≠NF		'1F154	'0065	'1F154	'0065	04+. missing_enclosed
'1F155	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER F	'🅕	'f	'🅕	'f	Tr≠N4M	Tr≠NF		'1F155	'0066	'1F155	'0066	04+. missing_enclosed
'1F156	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER G	'🅖	'g	'🅖	'g	Tr≠N4M	Tr≠NF		'1F156	'0067	'1F156	'0067	04+. missing_enclosed
'1F157	'5.2	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER H	'🅗	'h	'🅗	'h	Tr≠N4M	Tr≠NF		'1F157	'0068	'1F157	'0068	04+. missing_enclosed
'1F158	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER I	'🅘	'i	'🅘	'i	Tr≠N4M	Tr≠NF		'1F158	'0069	'1F158	'0069	04+. missing_enclosed
'1F159	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER J	'🅙	'j	'🅙	'j	Tr≠N4M	Tr≠NF		'1F159	'006A	'1F159	'006A	04+. missing_enclosed
'1F15A	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER K	'🅚	'k	'🅚	'k	Tr≠N4M	Tr≠NF		'1F15A	'006B	'1F15A	'006B	04+. missing_enclosed
'1F15B	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER L	'🅛	'l	'🅛	'l	Tr≠N4M	Tr≠NF		'1F15B	'006C	'1F15B	'006C	04+. missing_enclosed
'1F15C	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER M	'🅜	'm	'🅜	'm	Tr≠N4M	Tr≠NF		'1F15C	'006D	'1F15C	'006D	04+. missing_enclosed
'1F15D	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER N	'🅝	'n	'🅝	'n	Tr≠N4M	Tr≠NF		'1F15D	'006E	'1F15D	'006E	04+. missing_enclosed
'1F15E	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER O	'🅞	'o	'🅞	'o	Tr≠N4M	Tr≠NF		'1F15E	'006F	'1F15E	'006F	04+. missing_enclosed
'1F15F	'5.2	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER P	'🅟	'p	'🅟	'p	Tr≠N4M	Tr≠NF		'1F15F	'0070	'1F15F	'0070	04+. missing_enclosed
'1F160	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER Q	'🅠	'q	'🅠	'q	Tr≠N4M	Tr≠NF		'1F160	'0071	'1F160	'0071	04+. missing_enclosed
'1F161	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER R	'🅡	'r	'🅡	'r	Tr≠N4M	Tr≠NF		'1F161	'0072	'1F161	'0072	04+. missing_enclosed
'1F162	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER S	'🅢	's	'🅢	's	Tr≠N4M	Tr≠NF		'1F162	'0073	'1F162	'0073	04+. missing_enclosed
'1F163	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER T	'🅣	't	'🅣	't	Tr≠N4M	Tr≠NF		'1F163	'0074	'1F163	'0074	04+. missing_enclosed
'1F164	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER U	'🅤	'u	'🅤	'u	Tr≠N4M	Tr≠NF		'1F164	'0075	'1F164	'0075	04+. missing_enclosed
'1F165	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER V	'🅥	'v	'🅥	'v	Tr≠N4M	Tr≠NF		'1F165	'0076	'1F165	'0076	04+. missing_enclosed
'1F166	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER W	'🅦	'w	'🅦	'w	Tr≠N4M	Tr≠NF		'1F166	'0077	'1F166	'0077	04+. missing_enclosed
'1F167	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER X	'🅧	'x	'🅧	'x	Tr≠N4M	Tr≠NF		'1F167	'0078	'1F167	'0078	04+. missing_enclosed
'1F168	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER Y	'🅨	'y	'🅨	'y	Tr≠N4M	Tr≠NF		'1F168	'0079	'1F168	'0079	04+. missing_enclosed
'1F169	'6.0	'So	'None	NEGATIVE CIRCLED LATIN CAPITAL LETTER Z	'🅩	'z	'🅩	'z	Tr≠N4M	Tr≠NF		'1F169	'007A	'1F169	'007A	04+. missing_enclosed
'1F170	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER A	'🅰	'a	'🅰	'a	Tr≠N4M	Tr≠NF		'1F170	'0061	'1F170	'0061	04+. missing_enclosed
'1F171	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER B	'🅱	'b	'🅱	'b	Tr≠N4M	Tr≠NF		'1F171	'0062	'1F171	'0062	04+. missing_enclosed
'1F172	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER C	'🅲	'c	'🅲	'c	Tr≠N4M	Tr≠NF		'1F172	'0063	'1F172	'0063	04+. missing_enclosed
'1F173	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER D	'🅳	'd	'🅳	'd	Tr≠N4M	Tr≠NF		'1F173	'0064	'1F173	'0064	04+. missing_enclosed
'1F174	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER E	'🅴	'e	'🅴	'e	Tr≠N4M	Tr≠NF		'1F174	'0065	'1F174	'0065	04+. missing_enclosed
'1F175	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER F	'🅵	'f	'🅵	'f	Tr≠N4M	Tr≠NF		'1F175	'0066	'1F175	'0066	04+. missing_enclosed
'1F176	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER G	'🅶	'g	'🅶	'g	Tr≠N4M	Tr≠NF		'1F176	'0067	'1F176	'0067	04+. missing_enclosed
'1F177	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER H	'🅷	'h	'🅷	'h	Tr≠N4M	Tr≠NF		'1F177	'0068	'1F177	'0068	04+. missing_enclosed
'1F178	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER I	'🅸	'i	'🅸	'i	Tr≠N4M	Tr≠NF		'1F178	'0069	'1F178	'0069	04+. missing_enclosed
'1F179	'5.2	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER J	'🅹	'j	'🅹	'j	Tr≠N4M	Tr≠NF		'1F179	'006A	'1F179	'006A	04+. missing_enclosed
'1F17A	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER K	'🅺	'k	'🅺	'k	Tr≠N4M	Tr≠NF		'1F17A	'006B	'1F17A	'006B	04+. missing_enclosed
'1F17B	'5.2	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER L	'🅻	'l	'🅻	'l	Tr≠N4M	Tr≠NF		'1F17B	'006C	'1F17B	'006C	04+. missing_enclosed
'1F17C	'5.2	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER M	'🅼	'm	'🅼	'm	Tr≠N4M	Tr≠NF		'1F17C	'006D	'1F17C	'006D	04+. missing_enclosed
'1F17D	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER N	'🅽	'n	'🅽	'n	Tr≠N4M	Tr≠NF		'1F17D	'006E	'1F17D	'006E	04+. missing_enclosed
'1F17E	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER O	'🅾	'o	'🅾	'o	Tr≠N4M	Tr≠NF		'1F17E	'006F	'1F17E	'006F	04+. missing_enclosed
'1F17F	'5.2	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER P	'🅿	'p	'🅿	'p	Tr≠N4M	Tr≠NF		'1F17F	'0070	'1F17F	'0070	04+. missing_enclosed
'1F180	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER Q	'🆀	'q	'🆀	'q	Tr≠N4M	Tr≠NF		'1F180	'0071	'1F180	'0071	04+. missing_enclosed
'1F181	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER R	'🆁	'r	'🆁	'r	Tr≠N4M	Tr≠NF		'1F181	'0072	'1F181	'0072	04+. missing_enclosed
'1F182	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER S	'🆂	's	'🆂	's	Tr≠N4M	Tr≠NF		'1F182	'0073	'1F182	'0073	04+. missing_enclosed
'1F183	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER T	'🆃	't	'🆃	't	Tr≠N4M	Tr≠NF		'1F183	'0074	'1F183	'0074	04+. missing_enclosed
'1F184	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER U	'🆄	'u	'🆄	'u	Tr≠N4M	Tr≠NF		'1F184	'0075	'1F184	'0075	04+. missing_enclosed
'1F185	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER V	'🆅	'v	'🆅	'v	Tr≠N4M	Tr≠NF		'1F185	'0076	'1F185	'0076	04+. missing_enclosed
'1F186	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER W	'🆆	'w	'🆆	'w	Tr≠N4M	Tr≠NF		'1F186	'0077	'1F186	'0077	04+. missing_enclosed
'1F187	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER X	'🆇	'x	'🆇	'x	Tr≠N4M	Tr≠NF		'1F187	'0078	'1F187	'0078	04+. missing_enclosed
'1F188	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER Y	'🆈	'y	'🆈	'y	Tr≠N4M	Tr≠NF		'1F188	'0079	'1F188	'0079	04+. missing_enclosed
'1F189	'6.0	'So	'None	NEGATIVE SQUARED LATIN CAPITAL LETTER Z	'🆉	'z	'🆉	'z	Tr≠N4M	Tr≠NF		'1F189	'007A	'1F189	'007A	04+. missing_enclosed
'1F18A	'5.2	'So	'None	CROSSED NEGATIVE SQUARED LATIN CAPITAL LETTER P	'🆊	'p	'🆊	'p	Tr≠N4M	Tr≠NF		'1F18A	'0070	'1F18A	'0070	04+. missing_enclosed
'1F18B	'5.2	'So	'None	NEGATIVE SQUARED IC	'🆋	'ic	'🆋	'ic	Tr≠N4M	Tr≠NF		'1F18B	'0069 0063	'1F18B	'0069 0063	04+. missing_sequence
'1F18C	'5.2	'So	'None	NEGATIVE SQUARED PA	'🆌	'pa	'🆌	'pa	Tr≠N4M	Tr≠NF		'1F18C	'0070 0061	'1F18C	'0070 0061	04+. missing_sequence
'1F18D	'5.2	'So	'None	NEGATIVE SQUARED SA	'🆍	'sa	'🆍	'sa	Tr≠N4M	Tr≠NF		'1F18D	'0073 0061	'1F18D	'0073 0061	04+. missing_sequence
'1F18E	'6.0	'So	'None	NEGATIVE SQUARED AB	'🆎	'ab	'🆎	'ab	Tr≠N4M	Tr≠NF		'1F18E	'0061 0062	'1F18E	'0061 0062	04+. missing_sequence
'1F18F	'6.0	'So	'None	NEGATIVE SQUARED WC	'🆏	'wc	'🆏	'wc	Tr≠N4M	Tr≠NF		'1F18F	'0077 0063	'1F18F	'0077 0063	04+. missing_sequence
'1F191	'6.0	'So	'None	SQUARED CL	'🆑	'cl	'🆑	'cl	Tr≠N4M	Tr≠NF		'1F191	'0063 006C	'1F191	'0063 006C	04+. missing_sequence
'1F192	'6.0	'So	'None	SQUARED COOL	'🆒	'cool	'🆒	'cool	Tr≠N4M	Tr≠NF		'1F192	'0063 006F 006F 006C	'1F192	'0063 006F 006F 006C	04+. missing_sequence
'1F193	'6.0	'So	'None	SQUARED FREE	'🆓	'free	'🆓	'free	Tr≠N4M	Tr≠NF		'1F193	'0066 0072 0065 0065	'1F193	'0066 0072 0065 0065	04+. missing_sequence
'1F194	'6.0	'So	'None	SQUARED ID	'🆔	'id	'🆔	'id	Tr≠N4M	Tr≠NF		'1F194	'0069 0064	'1F194	'0069 0064	04+. missing_sequence
'1F195	'6.0	'So	'None	SQUARED NEW	'🆕	'new	'🆕	'new	Tr≠N4M	Tr≠NF		'1F195	'006E 0065 0077	'1F195	'006E 0065 0077	04+. missing_sequence
'1F196	'6.0	'So	'None	SQUARED NG	'🆖	'ng	'🆖	'ng	Tr≠N4M	Tr≠NF		'1F196	'006E 0067	'1F196	'006E 0067	04+. missing_sequence
'1F197	'6.0	'So	'None	SQUARED OK	'🆗	'ok	'🆗	'ok	Tr≠N4M	Tr≠NF		'1F197	'006F 006B	'1F197	'006F 006B	04+. missing_sequence
'1F198	'6.0	'So	'None	SQUARED SOS	'🆘	'sos	'🆘	'sos	Tr≠N4M	Tr≠NF		'1F198	'0073 006F 0073	'1F198	'0073 006F 0073	04+. missing_sequence
'1F199	'6.0	'So	'None	SQUARED UP WITH EXCLAMATION MARK	'🆙	'up!	'🆙	'up!	Tr≠N4M	Tr≠NF		'1F199	'0075 0070 0021	'1F199	'0075 0070 0021	04+. missing_sequence
'1F19A	'6.0	'So	'None	SQUARED VS	'🆚	'vs	'🆚	'vs	Tr≠N4M	Tr≠NF		'1F19A	'0076 0073	'1F19A	'0076 0073	04+. missing_sequence
'2E82	'3.0	'So	'None	CJK RADICAL SECOND ONE	'⺂	'乛	'⺂	'乛	Tr≠N4M	Tr≠NF		'2E82	'4E5B	'2E82	'4E5B	04+. radical
'2E83	'3.0	'So	'None	CJK RADICAL SECOND TWO	'⺃	'乚	'⺃	'乚	Tr≠N4M	Tr≠NF		'2E83	'4E5A	'2E83	'4E5A	04+. radical
'2E85	'3.0	'So	'None	CJK RADICAL PERSON	'⺅	'亻	'⺅	'亻	Tr≠N4M	Tr≠NF		'2E85	'4EBB	'2E85	'4EBB	04+. radical
'2E89	'3.0	'So	'None	CJK RADICAL KNIFE TWO	'⺉	'刂	'⺉	'刂	Tr≠N4M	Tr≠NF		'2E89	'5202	'2E89	'5202	04+. radical
'2E8F	'3.0	'So	'None	CJK RADICAL LAME TWO	'⺏	'尣	'⺏	'尣	Tr≠N4M	Tr≠NF		'2E8F	'5C23	'2E8F	'5C23	04+. radical
'2E90	'3.0	'So	'None	CJK RADICAL LAME THREE	'⺐	'尢	'⺐	'尢	Tr≠N4M	Tr≠NF		'2E90	'5C22	'2E90	'5C22	04+. radical
'2E92	'3.0	'So	'None	CJK RADICAL SNAKE	'⺒	'巳	'⺒	'巳	Tr≠N4M	Tr≠NF		'2E92	'5DF3	'2E92	'5DF3	04+. radical
'2E93	'3.0	'So	'None	CJK RADICAL THREAD	'⺓	'幺	'⺓	'幺	Tr≠N4M	Tr≠NF		'2E93	'5E7A	'2E93	'5E7A	04+. radical
'2E94	'3.0	'So	'None	CJK RADICAL SNOUT ONE	'⺔	'彑	'⺔	'彑	Tr≠N4M	Tr≠NF		'2E94	'5F51	'2E94	'5F51	04+. radical
'2E96	'3.0	'So	'None	CJK RADICAL HEART ONE	'⺖	'忄	'⺖	'忄	Tr≠N4M	Tr≠NF		'2E96	'5FC4	'2E96	'5FC4	04+. radical
'2E98	'3.0	'So	'None	CJK RADICAL HAND	'⺘	'扌	'⺘	'扌	Tr≠N4M	Tr≠NF		'2E98	'624C	'2E98	'624C	04+. radical
'2E99	'3.0	'So	'None	CJK RADICAL RAP	'⺙	'攵	'⺙	'攵	Tr≠N4M	Tr≠NF		'2E99	'6535	'2E99	'6535	04+. radical
'2E9B	'3.0	'So	'None	CJK RADICAL CHOKE	'⺛	'旡	'⺛	'旡	Tr≠N4M	Tr≠NF		'2E9B	'65E1	'2E9B	'65E1	04+. radical
'2EA0	'3.0	'So	'None	CJK RADICAL CIVILIAN	'⺠	'民	'⺠	'民	Tr≠N4M	Tr≠NF		'2EA0	'6C11	'2EA0	'6C11	04+. radical
'2EA1	'3.0	'So	'None	CJK RADICAL WATER ONE	'⺡	'氵	'⺡	'氵	Tr≠N4M	Tr≠NF		'2EA1	'6C35	'2EA1	'6C35	04+. radical
'2EA2	'3.0	'So	'None	CJK RADICAL WATER TWO	'⺢	'氺	'⺢	'氺	Tr≠N4M	Tr≠NF		'2EA2	'6C3A	'2EA2	'6C3A	04+. radical
'2EA3	'3.0	'So	'None	CJK RADICAL FIRE	'⺣	'灬	'⺣	'灬	Tr≠N4M	Tr≠NF		'2EA3	'706C	'2EA3	'706C	04+. radical
'2EA4	'3.0	'So	'None	CJK RADICAL PAW ONE	'⺤	'爫	'⺤	'爫	Tr≠N4M	Tr≠NF		'2EA4	'722B	'2EA4	'722B	04+. radical
'2EA6	'3.0	'So	'None	CJK RADICAL SIMPLIFIED HALF TREE TRUNK	'⺦	'丬	'⺦	'丬	Tr≠N4M	Tr≠NF		'2EA6	'4E2C	'2EA6	'4E2C	04+. radical
'2EA8	'3.0	'So	'None	CJK RADICAL DOG	'⺨	'犭	'⺨	'犭	Tr≠N4M	Tr≠NF		'2EA8	'72AD	'2EA8	'72AD	04+. radical
'2EAD	'3.0	'So	'None	CJK RADICAL SPIRIT TWO	'⺭	'礻	'⺭	'礻	Tr≠N4M	Tr≠NF		'2EAD	'793B	'2EAD	'793B	04+. radical
'2EAF	'3.0	'So	'None	CJK RADICAL SILK	'⺯	'糹	'⺯	'糹	Tr≠N4M	Tr≠NF		'2EAF	'7CF9	'2EAF	'7CF9	04+. radical
'2EB0	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED SILK	'⺰	'纟	'⺰	'纟	Tr≠N4M	Tr≠NF		'2EB0	'7E9F	'2EB0	'7E9F	04+. radical
'2EB1	'3.0	'So	'None	CJK RADICAL NET ONE	'⺱	'罓	'⺱	'罓	Tr≠N4M	Tr≠NF		'2EB1	'7F53	'2EB1	'7F53	04+. radical
'2EB2	'3.0	'So	'None	CJK RADICAL NET TWO	'⺲	'罒	'⺲	'罒	Tr≠N4M	Tr≠NF		'2EB2	'7F52	'2EB2	'7F52	04+. radical
'2EB8	'3.0	'So	'None	CJK RADICAL EWE	'⺸	'羋	'⺸	'羋	Tr≠N4M	Tr≠NF		'2EB8	'7F8B	'2EB8	'7F8B	04+. radical
'2EB9	'3.0	'So	'None	CJK RADICAL OLD	'⺹	'耂	'⺹	'耂	Tr≠N4M	Tr≠NF		'2EB9	'8002	'2EB9	'8002	04+. radical
'2EBA	'3.0	'So	'None	CJK RADICAL BRUSH ONE	'⺺	'肀	'⺺	'肀	Tr≠N4M	Tr≠NF		'2EBA	'8080	'2EBA	'8080	04+. radical
'2EBE	'3.0	'So	'None	CJK RADICAL GRASS ONE	'⺾	'艹	'⺾	'艹	Tr≠N4M	Tr≠NF		'2EBE	'8279	'2EBE	'8279	04+. radical
'2EC1	'3.0	'So	'None	CJK RADICAL TIGER	'⻁	'虎	'⻁	'虎	Tr≠N4M	Tr≠NF		'2EC1	'864E	'2EC1	'864E	04+. radical
'2EC2	'3.0	'So	'None	CJK RADICAL CLOTHES	'⻂	'衤	'⻂	'衤	Tr≠N4M	Tr≠NF		'2EC2	'8864	'2EC2	'8864	04+. radical
'2EC3	'3.0	'So	'None	CJK RADICAL WEST ONE	'⻃	'覀	'⻃	'覀	Tr≠N4M	Tr≠NF		'2EC3	'8980	'2EC3	'8980	04+. radical
'2EC4	'3.0	'So	'None	CJK RADICAL WEST TWO	'⻄	'西	'⻄	'西	Tr≠N4M	Tr≠NF		'2EC4	'897F	'2EC4	'897F	04+. radical
'2EC5	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED SEE	'⻅	'见	'⻅	'见	Tr≠N4M	Tr≠NF		'2EC5	'89C1	'2EC5	'89C1	04+. radical
'2EC6	'3.0	'So	'None	CJK RADICAL SIMPLIFIED HORN	'⻆	'角	'⻆	'角	Tr≠N4M	Tr≠NF		'2EC6	'89D2	'2EC6	'89D2	04+. radical
'2EC8	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED SPEECH	'⻈	'讠	'⻈	'讠	Tr≠N4M	Tr≠NF		'2EC8	'8BA0	'2EC8	'8BA0	04+. radical
'2EC9	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED SHELL	'⻉	'贝	'⻉	'贝	Tr≠N4M	Tr≠NF		'2EC9	'8D1D	'2EC9	'8D1D	04+. radical
'2ECB	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED CART	'⻋	'车	'⻋	'车	Tr≠N4M	Tr≠NF		'2ECB	'8F66	'2ECB	'8F66	04+. radical
'2ECC	'3.0	'So	'None	CJK RADICAL SIMPLIFIED WALK	'⻌	'辶	'⻌	'辶	Tr≠N4M	Tr≠NF		'2ECC	'8FB6	'2ECC	'8FB6	04+. radical
'2ED0	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED GOLD	'⻐	'钅	'⻐	'钅	Tr≠N4M	Tr≠NF		'2ED0	'9485	'2ED0	'9485	04+. radical
'2ED1	'3.0	'So	'None	CJK RADICAL LONG ONE	'⻑	'長	'⻑	'長	Tr≠N4M	Tr≠NF		'2ED1	'9577	'2ED1	'9577	04+. radical
'2ED2	'3.0	'So	'None	CJK RADICAL LONG TWO	'⻒	'镸	'⻒	'镸	Tr≠N4M	Tr≠NF		'2ED2	'9578	'2ED2	'9578	04+. radical
'2ED3	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED LONG	'⻓	'长	'⻓	'长	Tr≠N4M	Tr≠NF		'2ED3	'957F	'2ED3	'957F	04+. radical
'2ED4	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED GATE	'⻔	'门	'⻔	'门	Tr≠N4M	Tr≠NF		'2ED4	'95E8	'2ED4	'95E8	04+. radical
'2ED6	'3.0	'So	'None	CJK RADICAL MOUND TWO	'⻖	'阝	'⻖	'阝	Tr≠N4M	Tr≠NF		'2ED6	'961D	'2ED6	'961D	04+. radical
'2ED8	'3.0	'So	'None	CJK RADICAL BLUE	'⻘	'青	'⻘	'青	Tr≠N4M	Tr≠NF		'2ED8	'9752	'2ED8	'9752	04+. radical
'2ED9	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED TANNED LEATHER	'⻙	'韦	'⻙	'韦	Tr≠N4M	Tr≠NF		'2ED9	'97E6	'2ED9	'97E6	04+. radical
'2EDA	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED LEAF	'⻚	'页	'⻚	'页	Tr≠N4M	Tr≠NF		'2EDA	'9875	'2EDA	'9875	04+. radical
'2EDB	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED WIND	'⻛	'风	'⻛	'风	Tr≠N4M	Tr≠NF		'2EDB	'98CE	'2EDB	'98CE	04+. radical
'2EDC	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED FLY	'⻜	'飞	'⻜	'飞	Tr≠N4M	Tr≠NF		'2EDC	'98DE	'2EDC	'98DE	04+. radical
'2EDD	'3.0	'So	'None	CJK RADICAL EAT ONE	'⻝	'食	'⻝	'食	Tr≠N4M	Tr≠NF		'2EDD	'98DF	'2EDD	'98DF	04+. radical
'2EDF	'3.0	'So	'None	CJK RADICAL EAT THREE	'⻟	'飠	'⻟	'飠	Tr≠N4M	Tr≠NF		'2EDF	'98E0	'2EDF	'98E0	04+. radical
'2EE0	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED EAT	'⻠	'饣	'⻠	'饣	Tr≠N4M	Tr≠NF		'2EE0	'9963	'2EE0	'9963	04+. radical
'2EE2	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED HORSE	'⻢	'马	'⻢	'马	Tr≠N4M	Tr≠NF		'2EE2	'9A6C	'2EE2	'9A6C	04+. radical
'2EE5	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED FISH	'⻥	'鱼	'⻥	'鱼	Tr≠N4M	Tr≠NF		'2EE5	'9C7C	'2EE5	'9C7C	04+. radical
'2EE6	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED BIRD	'⻦	'鸟	'⻦	'鸟	Tr≠N4M	Tr≠NF		'2EE6	'9E1F	'2EE6	'9E1F	04+. radical
'2EE8	'3.0	'So	'None	CJK RADICAL SIMPLIFIED WHEAT	'⻨	'麦	'⻨	'麦	Tr≠N4M	Tr≠NF		'2EE8	'9EA6	'2EE8	'9EA6	04+. radical
'2EE9	'3.0	'So	'None	CJK RADICAL SIMPLIFIED YELLOW	'⻩	'黄	'⻩	'黄	Tr≠N4M	Tr≠NF		'2EE9	'9EC4	'2EE9	'9EC4	04+. radical
'2EEA	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED FROG	'⻪	'黾	'⻪	'黾	Tr≠N4M	Tr≠NF		'2EEA	'9EFE	'2EEA	'9EFE	04+. radical
'2EEC	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED EVEN	'⻬	'齐	'⻬	'齐	Tr≠N4M	Tr≠NF		'2EEC	'9F50	'2EEC	'9F50	04+. radical
'2EEE	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED TOOTH	'⻮	'齿	'⻮	'齿	Tr≠N4M	Tr≠NF		'2EEE	'9F7F	'2EEE	'9F7F	04+. radical
'2EF0	'3.0	'So	'None	CJK RADICAL C-SIMPLIFIED DRAGON	'⻰	'龙	'⻰	'龙	Tr≠N4M	Tr≠NF		'2EF0	'9F99	'2EF0	'9F99	04+. radical
'1F19B	'9.0	'So	'None	SQUARED THREE D	'🆛	'3d	'🆛	'🆛	Tr≠N4M	Tr≠NF	Tr≠UCA	'1F19B	'0033 0064	'1F19B	'1F19B	04+. missing_sequence + recursion
