# Cases where N4M differs from XNFKCCF
# Source; 	Target; 	Other; 	Reason(s); 	Comments

#@override reason=04+. digraph

1EFA;	1EFB;	006C 006C;	04+. digraph	 # ( Ỻ → ỻ )	LATIN CAPITAL LETTER MIDDLE-WELSH LL → LATIN SMALL LETTER MIDDLE-WELSH LL
2101;	2101;	0020 0061 002F 0073 0020;	other	 # ( ℁ → ℁ )	ADDRESSED TO THE SUBJECT → ADDRESSED TO THE SUBJECT
2103;	2103;	00B0 0063;	other	 # ( ℃ → ℃ )	DEGREE CELSIUS → DEGREE CELSIUS
2105;	2105;	0020 0063 002F 006F 0020;	other	 # ( ℅ → ℅ )	CARE OF → CARE OF
2106;	2106;	0020 0063 002F 0075 0020;	other	 # ( ℆ → ℆ )	CADA UNA → CADA UNA
2109;	2109;	00B0 0066;	other	 # ( ℉ → ℉ )	DEGREE FAHRENHEIT → DEGREE FAHRENHEIT
2116;	2116;	006E 006F;	other	 # ( № → № )	NUMERO SIGN → NUMERO SIGN
2121;	2121;	0074 0065 006C;	other	 # ( ℡ → ℡ )	TELEPHONE SIGN → TELEPHONE SIGN
213B;	213B;	0066 0061 0078;	other	 # ( ℻ → ℻ )	FACSIMILE SIGN → FACSIMILE SIGN
2140;	2140;	2211;	other	 # ( ⅀ → ⅀ )	DOUBLE-STRUCK N-ARY SUMMATION → DOUBLE-STRUCK N-ARY SUMMATION
214D;	214D;	0020 0061 002F 0073 0020;	other	 # ( ⅍ → ⅍ )	AKTIESELSKAB → AKTIESELSKAB
2150;	2150;	0020 0031 002F 0037 0020;	other	 # ( ⅐ → ⅐ )	VULGAR FRACTION ONE SEVENTH → VULGAR FRACTION ONE SEVENTH
2151;	2151;	0020 0031 002F 0039 0020;	other	 # ( ⅑ → ⅑ )	VULGAR FRACTION ONE NINTH → VULGAR FRACTION ONE NINTH
2152;	2152;	0020 0031 002F 0031 0030 0020;	other	 # ( ⅒ → ⅒ )	VULGAR FRACTION ONE TENTH → VULGAR FRACTION ONE TENTH
2153;	2153;	0020 0031 002F 0033 0020;	other	 # ( ⅓ → ⅓ )	VULGAR FRACTION ONE THIRD → VULGAR FRACTION ONE THIRD
2154;	2154;	0020 0032 002F 0033 0020;	other	 # ( ⅔ → ⅔ )	VULGAR FRACTION TWO THIRDS → VULGAR FRACTION TWO THIRDS
2155;	2155;	0020 0031 002F 0035 0020;	other	 # ( ⅕ → ⅕ )	VULGAR FRACTION ONE FIFTH → VULGAR FRACTION ONE FIFTH
2156;	2156;	0020 0032 002F 0035 0020;	other	 # ( ⅖ → ⅖ )	VULGAR FRACTION TWO FIFTHS → VULGAR FRACTION TWO FIFTHS
2157;	2157;	0020 0033 002F 0035 0020;	other	 # ( ⅗ → ⅗ )	VULGAR FRACTION THREE FIFTHS → VULGAR FRACTION THREE FIFTHS
2158;	2158;	0020 0034 002F 0035 0020;	other	 # ( ⅘ → ⅘ )	VULGAR FRACTION FOUR FIFTHS → VULGAR FRACTION FOUR FIFTHS
2159;	2159;	0020 0031 002F 0036 0020;	other	 # ( ⅙ → ⅙ )	VULGAR FRACTION ONE SIXTH → VULGAR FRACTION ONE SIXTH
215A;	215A;	0020 0035 002F 0036 0020;	other	 # ( ⅚ → ⅚ )	VULGAR FRACTION FIVE SIXTHS → VULGAR FRACTION FIVE SIXTHS
215B;	215B;	0020 0031 002F 0038 0020;	other	 # ( ⅛ → ⅛ )	VULGAR FRACTION ONE EIGHTH → VULGAR FRACTION ONE EIGHTH
215C;	215C;	0020 0033 002F 0038 0020;	other	 # ( ⅜ → ⅜ )	VULGAR FRACTION THREE EIGHTHS → VULGAR FRACTION THREE EIGHTHS
215D;	215D;	0020 0035 002F 0038 0020;	other	 # ( ⅝ → ⅝ )	VULGAR FRACTION FIVE EIGHTHS → VULGAR FRACTION FIVE EIGHTHS
215E;	215E;	0020 0037 002F 0038 0020;	other	 # ( ⅞ → ⅞ )	VULGAR FRACTION SEVEN EIGHTHS → VULGAR FRACTION SEVEN EIGHTHS
215F;	215F;	0020 0031 002F 0020;	other	 # ( ⅟ → ⅟ )	FRACTION NUMERATOR ONE → FRACTION NUMERATOR ONE
2170;	2170;	0069;	other	 # ( ⅰ → ⅰ )	SMALL ROMAN NUMERAL ONE → SMALL ROMAN NUMERAL ONE
2171;	2171;	0069 0069;	other	 # ( ⅱ → ⅱ )	SMALL ROMAN NUMERAL TWO → SMALL ROMAN NUMERAL TWO
2172;	2172;	0069 0069 0069;	other	 # ( ⅲ → ⅲ )	SMALL ROMAN NUMERAL THREE → SMALL ROMAN NUMERAL THREE
2173;	2173;	0069 0076;	other	 # ( ⅳ → ⅳ )	SMALL ROMAN NUMERAL FOUR → SMALL ROMAN NUMERAL FOUR
2174;	2174;	0076;	other	 # ( ⅴ → ⅴ )	SMALL ROMAN NUMERAL FIVE → SMALL ROMAN NUMERAL FIVE
2175;	2175;	0076 0069;	other	 # ( ⅵ → ⅵ )	SMALL ROMAN NUMERAL SIX → SMALL ROMAN NUMERAL SIX
2176;	2176;	0076 0069 0069;	other	 # ( ⅶ → ⅶ )	SMALL ROMAN NUMERAL SEVEN → SMALL ROMAN NUMERAL SEVEN
2177;	2177;	0076 0069 0069 0069;	other	 # ( ⅷ → ⅷ )	SMALL ROMAN NUMERAL EIGHT → SMALL ROMAN NUMERAL EIGHT
2178;	2178;	0069 0078;	other	 # ( ⅸ → ⅸ )	SMALL ROMAN NUMERAL NINE → SMALL ROMAN NUMERAL NINE
2179;	2179;	0078;	other	 # ( ⅹ → ⅹ )	SMALL ROMAN NUMERAL TEN → SMALL ROMAN NUMERAL TEN
217A;	217A;	0078 0069;	other	 # ( ⅺ → ⅺ )	SMALL ROMAN NUMERAL ELEVEN → SMALL ROMAN NUMERAL ELEVEN
217B;	217B;	0078 0069 0069;	other	 # ( ⅻ → ⅻ )	SMALL ROMAN NUMERAL TWELVE → SMALL ROMAN NUMERAL TWELVE
217C;	217C;	006C;	other	 # ( ⅼ → ⅼ )	SMALL ROMAN NUMERAL FIFTY → SMALL ROMAN NUMERAL FIFTY
217D;	217D;	0063;	other	 # ( ⅽ → ⅽ )	SMALL ROMAN NUMERAL ONE HUNDRED → SMALL ROMAN NUMERAL ONE HUNDRED
217E;	217E;	0064;	other	 # ( ⅾ → ⅾ )	SMALL ROMAN NUMERAL FIVE HUNDRED → SMALL ROMAN NUMERAL FIVE HUNDRED
217F;	217F;	006D;	other	 # ( ⅿ → ⅿ )	SMALL ROMAN NUMERAL ONE THOUSAND → SMALL ROMAN NUMERAL ONE THOUSAND
2189;	2189;	0020 0030 002F 0033 0020;	other	 # ( ↉ → ↉ )	VULGAR FRACTION ZERO THIRDS → VULGAR FRACTION ZERO THIRDS
2215;	2215;	002F;	other	 # ( ∕ → ∕ )	DIVISION SLASH → DIVISION SLASH
222C;	222C;	222B 222B;	other	 # ( ∬ → ∬ )	DOUBLE INTEGRAL → DOUBLE INTEGRAL
222D;	222D;	222B 222B 222B;	other	 # ( ∭ → ∭ )	TRIPLE INTEGRAL → TRIPLE INTEGRAL
222F;	222F;	222E 222E;	other	 # ( ∯ → ∯ )	SURFACE INTEGRAL → SURFACE INTEGRAL
2230;	2230;	222E 222E 222E;	other	 # ( ∰ → ∰ )	VOLUME INTEGRAL → VOLUME INTEGRAL
2329;	2329;	3008;	other	 # ( 〈 → 〈 )	LEFT-POINTING ANGLE BRACKET → LEFT-POINTING ANGLE BRACKET
232A;	232A;	3009;	other	 # ( 〉 → 〉 )	RIGHT-POINTING ANGLE BRACKET → RIGHT-POINTING ANGLE BRACKET
2460;	2460;	0031;	other	 # ( ① → ① )	CIRCLED DIGIT ONE → CIRCLED DIGIT ONE
2461;	2461;	0032;	other	 # ( ② → ② )	CIRCLED DIGIT TWO → CIRCLED DIGIT TWO
2462;	2462;	0033;	other	 # ( ③ → ③ )	CIRCLED DIGIT THREE → CIRCLED DIGIT THREE
2463;	2463;	0034;	other	 # ( ④ → ④ )	CIRCLED DIGIT FOUR → CIRCLED DIGIT FOUR
2464;	2464;	0035;	other	 # ( ⑤ → ⑤ )	CIRCLED DIGIT FIVE → CIRCLED DIGIT FIVE
2465;	2465;	0036;	other	 # ( ⑥ → ⑥ )	CIRCLED DIGIT SIX → CIRCLED DIGIT SIX
2466;	2466;	0037;	other	 # ( ⑦ → ⑦ )	CIRCLED DIGIT SEVEN → CIRCLED DIGIT SEVEN
2467;	2467;	0038;	other	 # ( ⑧ → ⑧ )	CIRCLED DIGIT EIGHT → CIRCLED DIGIT EIGHT
2468;	2468;	0039;	other	 # ( ⑨ → ⑨ )	CIRCLED DIGIT NINE → CIRCLED DIGIT NINE
2469;	2469;	0031 0030;	other	 # ( ⑩ → ⑩ )	CIRCLED NUMBER TEN → CIRCLED NUMBER TEN
246A;	246A;	0031 0031;	other	 # ( ⑪ → ⑪ )	CIRCLED NUMBER ELEVEN → CIRCLED NUMBER ELEVEN
246B;	246B;	0031 0032;	other	 # ( ⑫ → ⑫ )	CIRCLED NUMBER TWELVE → CIRCLED NUMBER TWELVE
246C;	246C;	0031 0033;	other	 # ( ⑬ → ⑬ )	CIRCLED NUMBER THIRTEEN → CIRCLED NUMBER THIRTEEN
246D;	246D;	0031 0034;	other	 # ( ⑭ → ⑭ )	CIRCLED NUMBER FOURTEEN → CIRCLED NUMBER FOURTEEN
246E;	246E;	0031 0035;	other	 # ( ⑮ → ⑮ )	CIRCLED NUMBER FIFTEEN → CIRCLED NUMBER FIFTEEN
246F;	246F;	0031 0036;	other	 # ( ⑯ → ⑯ )	CIRCLED NUMBER SIXTEEN → CIRCLED NUMBER SIXTEEN
2470;	2470;	0031 0037;	other	 # ( ⑰ → ⑰ )	CIRCLED NUMBER SEVENTEEN → CIRCLED NUMBER SEVENTEEN
2471;	2471;	0031 0038;	other	 # ( ⑱ → ⑱ )	CIRCLED NUMBER EIGHTEEN → CIRCLED NUMBER EIGHTEEN
2472;	2472;	0031 0039;	other	 # ( ⑲ → ⑲ )	CIRCLED NUMBER NINETEEN → CIRCLED NUMBER NINETEEN
2473;	2473;	0032 0030;	other	 # ( ⑳ → ⑳ )	CIRCLED NUMBER TWENTY → CIRCLED NUMBER TWENTY
2474;	2474;	0028 0031 0029;	other	 # ( ⑴ → ⑴ )	PARENTHESIZED DIGIT ONE → PARENTHESIZED DIGIT ONE
2475;	2475;	0028 0032 0029;	other	 # ( ⑵ → ⑵ )	PARENTHESIZED DIGIT TWO → PARENTHESIZED DIGIT TWO
2476;	2476;	0028 0033 0029;	other	 # ( ⑶ → ⑶ )	PARENTHESIZED DIGIT THREE → PARENTHESIZED DIGIT THREE
2477;	2477;	0028 0034 0029;	other	 # ( ⑷ → ⑷ )	PARENTHESIZED DIGIT FOUR → PARENTHESIZED DIGIT FOUR
2478;	2478;	0028 0035 0029;	other	 # ( ⑸ → ⑸ )	PARENTHESIZED DIGIT FIVE → PARENTHESIZED DIGIT FIVE
2479;	2479;	0028 0036 0029;	other	 # ( ⑹ → ⑹ )	PARENTHESIZED DIGIT SIX → PARENTHESIZED DIGIT SIX
247A;	247A;	0028 0037 0029;	other	 # ( ⑺ → ⑺ )	PARENTHESIZED DIGIT SEVEN → PARENTHESIZED DIGIT SEVEN
247B;	247B;	0028 0038 0029;	other	 # ( ⑻ → ⑻ )	PARENTHESIZED DIGIT EIGHT → PARENTHESIZED DIGIT EIGHT
247C;	247C;	0028 0039 0029;	other	 # ( ⑼ → ⑼ )	PARENTHESIZED DIGIT NINE → PARENTHESIZED DIGIT NINE
247D;	247D;	0028 0031 0030 0029;	other	 # ( ⑽ → ⑽ )	PARENTHESIZED NUMBER TEN → PARENTHESIZED NUMBER TEN
247E;	247E;	0028 0031 0031 0029;	other	 # ( ⑾ → ⑾ )	PARENTHESIZED NUMBER ELEVEN → PARENTHESIZED NUMBER ELEVEN
247F;	247F;	0028 0031 0032 0029;	other	 # ( ⑿ → ⑿ )	PARENTHESIZED NUMBER TWELVE → PARENTHESIZED NUMBER TWELVE
2480;	2480;	0028 0031 0033 0029;	other	 # ( ⒀ → ⒀ )	PARENTHESIZED NUMBER THIRTEEN → PARENTHESIZED NUMBER THIRTEEN
2481;	2481;	0028 0031 0034 0029;	other	 # ( ⒁ → ⒁ )	PARENTHESIZED NUMBER FOURTEEN → PARENTHESIZED NUMBER FOURTEEN
2482;	2482;	0028 0031 0035 0029;	other	 # ( ⒂ → ⒂ )	PARENTHESIZED NUMBER FIFTEEN → PARENTHESIZED NUMBER FIFTEEN
2483;	2483;	0028 0031 0036 0029;	other	 # ( ⒃ → ⒃ )	PARENTHESIZED NUMBER SIXTEEN → PARENTHESIZED NUMBER SIXTEEN
2484;	2484;	0028 0031 0037 0029;	other	 # ( ⒄ → ⒄ )	PARENTHESIZED NUMBER SEVENTEEN → PARENTHESIZED NUMBER SEVENTEEN
2485;	2485;	0028 0031 0038 0029;	other	 # ( ⒅ → ⒅ )	PARENTHESIZED NUMBER EIGHTEEN → PARENTHESIZED NUMBER EIGHTEEN
2486;	2486;	0028 0031 0039 0029;	other	 # ( ⒆ → ⒆ )	PARENTHESIZED NUMBER NINETEEN → PARENTHESIZED NUMBER NINETEEN
2487;	2487;	0028 0032 0030 0029;	other	 # ( ⒇ → ⒇ )	PARENTHESIZED NUMBER TWENTY → PARENTHESIZED NUMBER TWENTY
2488;	2488;	0031 002E;	other	 # ( ⒈ → ⒈ )	DIGIT ONE FULL STOP → DIGIT ONE FULL STOP
2489;	2489;	0032 002E;	other	 # ( ⒉ → ⒉ )	DIGIT TWO FULL STOP → DIGIT TWO FULL STOP
248A;	248A;	0033 002E;	other	 # ( ⒊ → ⒊ )	DIGIT THREE FULL STOP → DIGIT THREE FULL STOP
248B;	248B;	0034 002E;	other	 # ( ⒋ → ⒋ )	DIGIT FOUR FULL STOP → DIGIT FOUR FULL STOP
248C;	248C;	0035 002E;	other	 # ( ⒌ → ⒌ )	DIGIT FIVE FULL STOP → DIGIT FIVE FULL STOP
248D;	248D;	0036 002E;	other	 # ( ⒍ → ⒍ )	DIGIT SIX FULL STOP → DIGIT SIX FULL STOP
248E;	248E;	0037 002E;	other	 # ( ⒎ → ⒎ )	DIGIT SEVEN FULL STOP → DIGIT SEVEN FULL STOP
248F;	248F;	0038 002E;	other	 # ( ⒏ → ⒏ )	DIGIT EIGHT FULL STOP → DIGIT EIGHT FULL STOP
2490;	2490;	0039 002E;	other	 # ( ⒐ → ⒐ )	DIGIT NINE FULL STOP → DIGIT NINE FULL STOP
2491;	2491;	0031 0030 002E;	other	 # ( ⒑ → ⒑ )	NUMBER TEN FULL STOP → NUMBER TEN FULL STOP
2492;	2492;	0031 0031 002E;	other	 # ( ⒒ → ⒒ )	NUMBER ELEVEN FULL STOP → NUMBER ELEVEN FULL STOP
2493;	2493;	0031 0032 002E;	other	 # ( ⒓ → ⒓ )	NUMBER TWELVE FULL STOP → NUMBER TWELVE FULL STOP
2494;	2494;	0031 0033 002E;	other	 # ( ⒔ → ⒔ )	NUMBER THIRTEEN FULL STOP → NUMBER THIRTEEN FULL STOP
2495;	2495;	0031 0034 002E;	other	 # ( ⒕ → ⒕ )	NUMBER FOURTEEN FULL STOP → NUMBER FOURTEEN FULL STOP
2496;	2496;	0031 0035 002E;	other	 # ( ⒖ → ⒖ )	NUMBER FIFTEEN FULL STOP → NUMBER FIFTEEN FULL STOP
2497;	2497;	0031 0036 002E;	other	 # ( ⒗ → ⒗ )	NUMBER SIXTEEN FULL STOP → NUMBER SIXTEEN FULL STOP
2498;	2498;	0031 0037 002E;	other	 # ( ⒘ → ⒘ )	NUMBER SEVENTEEN FULL STOP → NUMBER SEVENTEEN FULL STOP
2499;	2499;	0031 0038 002E;	other	 # ( ⒙ → ⒙ )	NUMBER EIGHTEEN FULL STOP → NUMBER EIGHTEEN FULL STOP
249A;	249A;	0031 0039 002E;	other	 # ( ⒚ → ⒚ )	NUMBER NINETEEN FULL STOP → NUMBER NINETEEN FULL STOP
249B;	249B;	0032 0030 002E;	other	 # ( ⒛ → ⒛ )	NUMBER TWENTY FULL STOP → NUMBER TWENTY FULL STOP
249C;	249C;	0028 0061 0029;	other	 # ( ⒜ → ⒜ )	PARENTHESIZED LATIN SMALL LETTER A → PARENTHESIZED LATIN SMALL LETTER A
249D;	249D;	0028 0062 0029;	other	 # ( ⒝ → ⒝ )	PARENTHESIZED LATIN SMALL LETTER B → PARENTHESIZED LATIN SMALL LETTER B
249E;	249E;	0028 0063 0029;	other	 # ( ⒞ → ⒞ )	PARENTHESIZED LATIN SMALL LETTER C → PARENTHESIZED LATIN SMALL LETTER C
249F;	249F;	0028 0064 0029;	other	 # ( ⒟ → ⒟ )	PARENTHESIZED LATIN SMALL LETTER D → PARENTHESIZED LATIN SMALL LETTER D
24A0;	24A0;	0028 0065 0029;	other	 # ( ⒠ → ⒠ )	PARENTHESIZED LATIN SMALL LETTER E → PARENTHESIZED LATIN SMALL LETTER E
24A1;	24A1;	0028 0066 0029;	other	 # ( ⒡ → ⒡ )	PARENTHESIZED LATIN SMALL LETTER F → PARENTHESIZED LATIN SMALL LETTER F
24A2;	24A2;	0028 0067 0029;	other	 # ( ⒢ → ⒢ )	PARENTHESIZED LATIN SMALL LETTER G → PARENTHESIZED LATIN SMALL LETTER G
24A3;	24A3;	0028 0068 0029;	other	 # ( ⒣ → ⒣ )	PARENTHESIZED LATIN SMALL LETTER H → PARENTHESIZED LATIN SMALL LETTER H
24A4;	24A4;	0028 0069 0029;	other	 # ( ⒤ → ⒤ )	PARENTHESIZED LATIN SMALL LETTER I → PARENTHESIZED LATIN SMALL LETTER I
24A5;	24A5;	0028 006A 0029;	other	 # ( ⒥ → ⒥ )	PARENTHESIZED LATIN SMALL LETTER J → PARENTHESIZED LATIN SMALL LETTER J
24A6;	24A6;	0028 006B 0029;	other	 # ( ⒦ → ⒦ )	PARENTHESIZED LATIN SMALL LETTER K → PARENTHESIZED LATIN SMALL LETTER K
24A7;	24A7;	0028 006C 0029;	other	 # ( ⒧ → ⒧ )	PARENTHESIZED LATIN SMALL LETTER L → PARENTHESIZED LATIN SMALL LETTER L
24A8;	24A8;	0028 006D 0029;	other	 # ( ⒨ → ⒨ )	PARENTHESIZED LATIN SMALL LETTER M → PARENTHESIZED LATIN SMALL LETTER M
24A9;	24A9;	0028 006E 0029;	other	 # ( ⒩ → ⒩ )	PARENTHESIZED LATIN SMALL LETTER N → PARENTHESIZED LATIN SMALL LETTER N
24AA;	24AA;	0028 006F 0029;	other	 # ( ⒪ → ⒪ )	PARENTHESIZED LATIN SMALL LETTER O → PARENTHESIZED LATIN SMALL LETTER O
24AB;	24AB;	0028 0070 0029;	other	 # ( ⒫ → ⒫ )	PARENTHESIZED LATIN SMALL LETTER P → PARENTHESIZED LATIN SMALL LETTER P
24AC;	24AC;	0028 0071 0029;	other	 # ( ⒬ → ⒬ )	PARENTHESIZED LATIN SMALL LETTER Q → PARENTHESIZED LATIN SMALL LETTER Q
24AD;	24AD;	0028 0072 0029;	other	 # ( ⒭ → ⒭ )	PARENTHESIZED LATIN SMALL LETTER R → PARENTHESIZED LATIN SMALL LETTER R
24AE;	24AE;	0028 0073 0029;	other	 # ( ⒮ → ⒮ )	PARENTHESIZED LATIN SMALL LETTER S → PARENTHESIZED LATIN SMALL LETTER S
24AF;	24AF;	0028 0074 0029;	other	 # ( ⒯ → ⒯ )	PARENTHESIZED LATIN SMALL LETTER T → PARENTHESIZED LATIN SMALL LETTER T
24B0;	24B0;	0028 0075 0029;	other	 # ( ⒰ → ⒰ )	PARENTHESIZED LATIN SMALL LETTER U → PARENTHESIZED LATIN SMALL LETTER U
24B1;	24B1;	0028 0076 0029;	other	 # ( ⒱ → ⒱ )	PARENTHESIZED LATIN SMALL LETTER V → PARENTHESIZED LATIN SMALL LETTER V
24B2;	24B2;	0028 0077 0029;	other	 # ( ⒲ → ⒲ )	PARENTHESIZED LATIN SMALL LETTER W → PARENTHESIZED LATIN SMALL LETTER W
24B3;	24B3;	0028 0078 0029;	other	 # ( ⒳ → ⒳ )	PARENTHESIZED LATIN SMALL LETTER X → PARENTHESIZED LATIN SMALL LETTER X
24B4;	24B4;	0028 0079 0029;	other	 # ( ⒴ → ⒴ )	PARENTHESIZED LATIN SMALL LETTER Y → PARENTHESIZED LATIN SMALL LETTER Y
24B5;	24B5;	0028 007A 0029;	other	 # ( ⒵ → ⒵ )	PARENTHESIZED LATIN SMALL LETTER Z → PARENTHESIZED LATIN SMALL LETTER Z
24D0;	24D0;	0061;	other	 # ( ⓐ → ⓐ )	CIRCLED LATIN SMALL LETTER A → CIRCLED LATIN SMALL LETTER A
24D1;	24D1;	0062;	other	 # ( ⓑ → ⓑ )	CIRCLED LATIN SMALL LETTER B → CIRCLED LATIN SMALL LETTER B
24D2;	24D2;	0063;	other	 # ( ⓒ → ⓒ )	CIRCLED LATIN SMALL LETTER C → CIRCLED LATIN SMALL LETTER C
24D3;	24D3;	0064;	other	 # ( ⓓ → ⓓ )	CIRCLED LATIN SMALL LETTER D → CIRCLED LATIN SMALL LETTER D
24D4;	24D4;	0065;	other	 # ( ⓔ → ⓔ )	CIRCLED LATIN SMALL LETTER E → CIRCLED LATIN SMALL LETTER E
24D5;	24D5;	0066;	other	 # ( ⓕ → ⓕ )	CIRCLED LATIN SMALL LETTER F → CIRCLED LATIN SMALL LETTER F
24D6;	24D6;	0067;	other	 # ( ⓖ → ⓖ )	CIRCLED LATIN SMALL LETTER G → CIRCLED LATIN SMALL LETTER G
24D7;	24D7;	0068;	other	 # ( ⓗ → ⓗ )	CIRCLED LATIN SMALL LETTER H → CIRCLED LATIN SMALL LETTER H
24D8;	24D8;	0069;	other	 # ( ⓘ → ⓘ )	CIRCLED LATIN SMALL LETTER I → CIRCLED LATIN SMALL LETTER I
24D9;	24D9;	006A;	other	 # ( ⓙ → ⓙ )	CIRCLED LATIN SMALL LETTER J → CIRCLED LATIN SMALL LETTER J
24DA;	24DA;	006B;	other	 # ( ⓚ → ⓚ )	CIRCLED LATIN SMALL LETTER K → CIRCLED LATIN SMALL LETTER K
24DB;	24DB;	006C;	other	 # ( ⓛ → ⓛ )	CIRCLED LATIN SMALL LETTER L → CIRCLED LATIN SMALL LETTER L
24DC;	24DC;	006D;	other	 # ( ⓜ → ⓜ )	CIRCLED LATIN SMALL LETTER M → CIRCLED LATIN SMALL LETTER M
24DD;	24DD;	006E;	other	 # ( ⓝ → ⓝ )	CIRCLED LATIN SMALL LETTER N → CIRCLED LATIN SMALL LETTER N
24DE;	24DE;	006F;	other	 # ( ⓞ → ⓞ )	CIRCLED LATIN SMALL LETTER O → CIRCLED LATIN SMALL LETTER O
24DF;	24DF;	0070;	other	 # ( ⓟ → ⓟ )	CIRCLED LATIN SMALL LETTER P → CIRCLED LATIN SMALL LETTER P
24E0;	24E0;	0071;	other	 # ( ⓠ → ⓠ )	CIRCLED LATIN SMALL LETTER Q → CIRCLED LATIN SMALL LETTER Q
24E1;	24E1;	0072;	other	 # ( ⓡ → ⓡ )	CIRCLED LATIN SMALL LETTER R → CIRCLED LATIN SMALL LETTER R
24E2;	24E2;	0073;	other	 # ( ⓢ → ⓢ )	CIRCLED LATIN SMALL LETTER S → CIRCLED LATIN SMALL LETTER S
24E3;	24E3;	0074;	other	 # ( ⓣ → ⓣ )	CIRCLED LATIN SMALL LETTER T → CIRCLED LATIN SMALL LETTER T
24E4;	24E4;	0075;	other	 # ( ⓤ → ⓤ )	CIRCLED LATIN SMALL LETTER U → CIRCLED LATIN SMALL LETTER U
24E5;	24E5;	0076;	other	 # ( ⓥ → ⓥ )	CIRCLED LATIN SMALL LETTER V → CIRCLED LATIN SMALL LETTER V
24E6;	24E6;	0077;	other	 # ( ⓦ → ⓦ )	CIRCLED LATIN SMALL LETTER W → CIRCLED LATIN SMALL LETTER W
24E7;	24E7;	0078;	other	 # ( ⓧ → ⓧ )	CIRCLED LATIN SMALL LETTER X → CIRCLED LATIN SMALL LETTER X
24E8;	24E8;	0079;	other	 # ( ⓨ → ⓨ )	CIRCLED LATIN SMALL LETTER Y → CIRCLED LATIN SMALL LETTER Y
24E9;	24E9;	007A;	other	 # ( ⓩ → ⓩ )	CIRCLED LATIN SMALL LETTER Z → CIRCLED LATIN SMALL LETTER Z
24EA;	24EA;	0030;	other	 # ( ⓪ → ⓪ )	CIRCLED DIGIT ZERO → CIRCLED DIGIT ZERO
24EB;	24EB;	0031 0031;	other	 # ( ⓫ → ⓫ )	NEGATIVE CIRCLED NUMBER ELEVEN → NEGATIVE CIRCLED NUMBER ELEVEN
24EC;	24EC;	0031 0032;	other	 # ( ⓬ → ⓬ )	NEGATIVE CIRCLED NUMBER TWELVE → NEGATIVE CIRCLED NUMBER TWELVE
24ED;	24ED;	0031 0033;	other	 # ( ⓭ → ⓭ )	NEGATIVE CIRCLED NUMBER THIRTEEN → NEGATIVE CIRCLED NUMBER THIRTEEN
24EE;	24EE;	0031 0034;	other	 # ( ⓮ → ⓮ )	NEGATIVE CIRCLED NUMBER FOURTEEN → NEGATIVE CIRCLED NUMBER FOURTEEN
24EF;	24EF;	0031 0035;	other	 # ( ⓯ → ⓯ )	NEGATIVE CIRCLED NUMBER FIFTEEN → NEGATIVE CIRCLED NUMBER FIFTEEN
24F0;	24F0;	0031 0036;	other	 # ( ⓰ → ⓰ )	NEGATIVE CIRCLED NUMBER SIXTEEN → NEGATIVE CIRCLED NUMBER SIXTEEN
24F1;	24F1;	0031 0037;	other	 # ( ⓱ → ⓱ )	NEGATIVE CIRCLED NUMBER SEVENTEEN → NEGATIVE CIRCLED NUMBER SEVENTEEN
24F2;	24F2;	0031 0038;	other	 # ( ⓲ → ⓲ )	NEGATIVE CIRCLED NUMBER EIGHTEEN → NEGATIVE CIRCLED NUMBER EIGHTEEN
24F3;	24F3;	0031 0039;	other	 # ( ⓳ → ⓳ )	NEGATIVE CIRCLED NUMBER NINETEEN → NEGATIVE CIRCLED NUMBER NINETEEN
24F4;	24F4;	0032 0030;	other	 # ( ⓴ → ⓴ )	NEGATIVE CIRCLED NUMBER TWENTY → NEGATIVE CIRCLED NUMBER TWENTY
24F5;	24F5;	0031;	other	 # ( ⓵ → ⓵ )	DOUBLE CIRCLED DIGIT ONE → DOUBLE CIRCLED DIGIT ONE
24F6;	24F6;	0032;	other	 # ( ⓶ → ⓶ )	DOUBLE CIRCLED DIGIT TWO → DOUBLE CIRCLED DIGIT TWO
24F7;	24F7;	0033;	other	 # ( ⓷ → ⓷ )	DOUBLE CIRCLED DIGIT THREE → DOUBLE CIRCLED DIGIT THREE
24F8;	24F8;	0034;	other	 # ( ⓸ → ⓸ )	DOUBLE CIRCLED DIGIT FOUR → DOUBLE CIRCLED DIGIT FOUR
24F9;	24F9;	0035;	other	 # ( ⓹ → ⓹ )	DOUBLE CIRCLED DIGIT FIVE → DOUBLE CIRCLED DIGIT FIVE
24FA;	24FA;	0036;	other	 # ( ⓺ → ⓺ )	DOUBLE CIRCLED DIGIT SIX → DOUBLE CIRCLED DIGIT SIX
24FB;	24FB;	0037;	other	 # ( ⓻ → ⓻ )	DOUBLE CIRCLED DIGIT SEVEN → DOUBLE CIRCLED DIGIT SEVEN
24FC;	24FC;	0038;	other	 # ( ⓼ → ⓼ )	DOUBLE CIRCLED DIGIT EIGHT → DOUBLE CIRCLED DIGIT EIGHT
24FD;	24FD;	0039;	other	 # ( ⓽ → ⓽ )	DOUBLE CIRCLED DIGIT NINE → DOUBLE CIRCLED DIGIT NINE
24FE;	24FE;	0031 0030;	other	 # ( ⓾ → ⓾ )	DOUBLE CIRCLED NUMBER TEN → DOUBLE CIRCLED NUMBER TEN
24FF;	24FF;	0030;	other	 # ( ⓿ → ⓿ )	NEGATIVE CIRCLED DIGIT ZERO → NEGATIVE CIRCLED DIGIT ZERO
