349E	2D3165
85A8	232649
85A9	21562A
85AA	215621
85AC	335635
85AE	275632
85AF	21562C
85B0	21562F
85B3	23266E
85B6	23267E
85B7	23266B
85B8	23265A
85B9	23266C
85BA	232661
85BD	23266F
85BE	232675
85BF	232672
85C1	23265D
85C2	23266A
85C4	232670
85C9	21562E
85CD	4B5629
85CE	232668
85CF	21562B
85D0	21562D
85D3	275640
85D4	23272E
85D5	215634
85D8	232745
85DA	232739
85DC	23274C
85DD	215631
85DF	232743
85E4	215633
85E5	215635
85E6	23272C
85E9	215630
85EA	215632
85ED	232731
85F5	23274E
85F7	232728
85F9	215637
85FA	215639
85FB	215636
85FC	232757
85FE	23275E
85FF	23275B
8600	232760
8602	335577
8604	232768
8605	232771
8606	21563A
8607	21563C
860A	21563D
860B	21563B
8610	232754
8611	215638
8613	2D563C
8616	51563F
8617	21563F
861A	215640
8622	232752
8624	232724
8627	232822
8629	232826
862B	232775
862D	21563E
862F	4B4D41
8630	696946
8636	232838
8637	232832
8638	215641
863A	232840
863C	23283E
863F	215642
8640	23283F
8641	21787C
8645	23284C
864D	232859
864E	215643
864F	275648
8650	215644
8651	273F36
8652	216D74
8653	23285A
8654	215645
8655	215647
8656	333573
8659	23285E
865B	215649
865C	215648
865E	45564B
865F	21564A
8661	232866
8662	232869
8663	23286A
8667	21564C
8669	232871
866B	275733
866C	232878
866E	292C4C
866F	23287C
8671	33567C
8672	23287B
8673	232926
8679	21564F
867A	232925
867B	23287E
867C	232927
867D	275F4A
867E	27567A
867F	292C5D
8680	275676
8681	275735
8682	275725
868A	215652
868B	2F2A5A
868C	215655
868D	23293C
8691	232936
8693	215653
8695	275741
8696	23292E
8698	232939
869C	232937
869D	232942
86A0	232946
86A1	2F5F45
86A3	215656
86A4	215654
86A6	232940
86A7	232948
86A8	23292F
86A9	215650
86AA	215651
86AB	69695B
86AC	292A34
86AF	21565F
86B0	232959
86B1	21565E
86B3	232960
86B4	232963
86B5	215659
86B6	21565B
86BA	232958
86BF	23294B
86C0	215657
86C3	23355C
86C4	21565C
86C6	21565D
86C7	215658
86C9	4D2962
86CA	27573F
86CB	21565A
86CD	4B5724
86CE	27573C
86CF	292C55
86D0	232977
86D1	23297A
86D4	215663
86D5	232974
86D8	232967
86D9	215661
86DB	215664
86DE	23297E
86DF	215660
86E3	23296E
86E4	215665
86E9	23296F
86EC	232971
86ED	215662
86EE	275742
86EF	696962
86F0	292B6E
86F1	292A2F
86F2	275732
86F3	292B55
86F4	292C61
86F8	232A33
86F9	215667
86FA	232A2F
86FB	215666
86FE	21566C
8700	21566B
8702	21566E
8703	215669
8706	232A34
8707	215668
8708	4B566A
8709	232A38
870A	232A3A
870B	232A25
870D	232A3E
870E	232A36
8711	232A65
8712	232A66
8713	21566D
8717	2D567B
8718	215675
871A	232A5F
871C	21566F
871E	232A4E
8721	27573E
8722	215672
8723	232A43
8725	215673
8728	232A45
8729	232A59
872E	232A4B
8731	232A64
8734	215674
8737	232A44
8739	232A5A
873A	2D5F63
873B	4B5671
873D	232A4C
873E	232A57
873F	215670
8740	232A49
8743	232A53
8744	232A55
8747	275736
8748	2D572D
8749	275734
874A	232A42
874C	21567D
874D	232B33
874E	232B27
874F	232A6B
8753	232B35
8755	215676
8757	21567E
8758	232A79
8759	215721
875D	232B2E
875F	232B28
8760	215677
8761	232B21
8763	232A6D
8764	232A71
8765	232A73
8766	21567A
8768	21567C
876A	232B24
876E	232B30
876F	232B2D
8770	4D2925
8771	232A6C
8774	215679
8776	215678
8778	21567B
877B	232A7B
877C	27572C
877D	232A74
877E	292C64
877F	4B5736
8782	215723
8783	215722
8784	232B55
8785	232B53
8788	232B48
8789	232B5D
878B	232B54
878D	215726
8793	232B3D
8797	2D572B
8798	232B4C
8799	232B45
879E	215725
879F	215727
87A1	395652
87A2	215724
87A3	232B3A
87A8	70727D
87A9	232B58
87AB	21572A
87AC	232B72
87AD	232B60
87AE	232B78
87AF	232B6F
87B3	21572B
87B5	2F2A64
87BA	21572F
87BB	21572C
87BD	232C24
87BE	232B66
87BF	232B7E
87C0	215729
87C1	335652
87C4	232B6E
87C6	215730
87C7	2D5730
87C8	21572D
87CA	2F2A73
87CB	215731
87D0	696A2C
87D1	215728
87D2	21572E
87D3	232C48
87D6	232C3A
87DB	232C36
87DC	232C49
87E0	232C47
87E2	232C37
87E3	232C4C
87E5	4D2C3C
87EA	232C34
87EB	232C39
87EC	215734
87EE	232C2C
87EF	215732
87F0	232C31
87F2	215733
87F3	232C30
87F5	232C3F
87F6	232C55
87F7	232C57
87F9	215738
87FB	215735
87FE	232C5F
8801	472C4D
8803	232C4F
8805	215736
8806	232C5D
880A	232C50
880B	232C5C
880D	215737
880E	33572E
880F	335738
8810	232C61
8811	232C64
8813	232C6A
8814	215739
8815	21573A
8816	232C6B
8818	232C66
8819	232C63
881B	232C7A
881C	232C73
881F	21573E
8821	21573D
8822	21573B
8823	21573C
8827	4B5740
8828	232D23
882D	232D32
882E	232D2E
8831	21573F
8832	232D2A
8834	232C72
8836	215741
8839	215740
883B	215742
883C	232D3C
8840	215743
8841	232D41
8842	3B2D44
8844	232D44
8845	275D35
8846	4B4D56
8847	232D4B
884A	232D51
884C	215744
884D	215745
884E	232D53
8850	232D57
8852	232D56
8853	4B5746
8854	275D61
8855	232D5A
8856	232D59
8857	215747
8859	215748
885A	232D5F
885B	215749
885C	232D5E
885D	21574A
885E	2D5749
8861	21574B
8862	21574C
8863	21574D
8865	275762
8868	21574F
8869	232D69
886B	215750
886C	275822
886D	232D6D
886E	2D575B
8870	215753
8872	4D2D75
8875	232D71
8877	215754
8879	232D7C
887A	232D6E
887D	232D79
887E	232D7E
887F	232D7D
8881	215752
8882	215751
8884	27577D
8885	513A47
8888	215755
888B	21575A
888C	232E3B
888D	215759
8890	232E3A
8892	215757
8896	215758
8897	232E45
8899	232E40
889A	232E34
889C	275821
889E	21575B
88A0	232E3D
88A2	232E28
88A4	232E2A
88AA	232E2F
88AB	215756
88AD	275823
88AE	4D3032
88B0	696A5E
88B1	21575E
88B2	232E51
88B4	335773
88B5	2F2D79
88B7	232E57
88BA	232E4A
88BC	232E54
88BD	232E59
88BF	232E49
88C0	232E4F
88C1	21575C
88C2	21575D
88C3	696A61
88C4	232E5A
88C5	275765
88C6	27577C
88C9	232E48
88CA	4B3A47
88CB	232E5E
88CC	232E60
88CE	232E64
88CF	215763
88D2	232E68
88D4	215764
88D5	215766
88D8	215761
88D9	215760
88DB	232E62
88DC	215762
88DD	215765
88DF	21575F
88E0	335760
88E1	2D5763
88E2	292F60
88E3	29302D
88E4	275773
88E5	292F72
88E8	21576D
88EF	232F23
88F0	232E7A
88F1	232E71
88F2	232E75
88F3	215768
88F4	21576B
88F8	215769
88F9	21576A
88FC	232F21
88FD	21576C
88FE	232E72
8900	232E78
8902	215767
8903	232F24
8904	696A6D
8906	232F35
8907	393D6F
8909	232F2D
890A	232F3D
890C	232F36
890E	2D5758
8910	4B576F
8912	215772
8913	215771
8915	232F43
8918	232F2F
8919	232F37
891A	21576E
891B	275779
891D	4D2F7A
891E	232F54
891F	232F51
8921	232F4E
8922	232F57
8925	215775
8926	232F56
8927	232F4F
892A	215774
892B	215776
892F	232F45
8930	232F47
8931	232F53
8932	215773
8933	232F60
8934	275771
8935	232F5A
8936	215778
8938	215779
893B	215777
8941	4D2F5D
8943	335772
8944	21577A
8946	232F7B
8947	232F72
894C	232F7A
894D	233021
894F	232F6F
8954	232F66
8956	21577D
895A	233024
895B	233029
895C	23302C
895D	23302D
895E	233025
895F	21577B
8960	21577C
8962	233023
8964	21577E
8966	233031
896A	215821
896B	23303A
896C	23303C
896D	233037
896E	23303B
896F	215822
8972	215823
8974	233042
8976	233041
8977	696B27
897B	233049
897C	23304A
897E	4B5824
897F	215824
8981	215825
8983	4B5826
8984	233053
8985	233055
8986	3F3D6F
8987	395F68
8988	4B4444
8989	335238
898A	2D5238
898B	215828
898F	215829
8991	233062
8993	21582A
8996	21582B
8997	233064
8998	233066
899A	4B5830
899C	23306B
89A1	23306F
89A5	233076
89A6	21582D
89A7	2D5831
89A9	233079
89AA	21582C
89AC	21582E
89AF	23307D
89B2	21582F
89B3	4B5832
89B6	23312C
89B7	23312B
89B8	23312A
89BA	215830
89BB	2F312B
89BC	23312F
89BD	215831
89BF	233132
89C0	215832
89C1	275828
89C2	275832
89C4	275829
89C5	27582A
89C6	27582B
89C7	293066
89C8	275831
89C9	275830
89CA	27582E
89CB	29306F
89CC	293132
89CE	27582D
89CF	29307D
89D0	27582F
89D1	29312B
89D2	4B5361
89D4	334260
89D5	23313B
89D6	23313A
89DA	23313F
89DC	233145
89DD	334A58
89DE	275835
89E1	233147
89E3	215834
89E5	233143
89E6	2D5836
89E7	335834
89E9	23314C
89EB	23314D
89ED	233153
89EF	293160
89F1	233158
89F3	23315C
89F4	215835
89F5	2F3143
89F6	233160
89F7	233164
89F8	215836
89FF	23316B
8A00	215837
8A02	215839
8A03	21583A
8A04	23316E
8A06	23316C
8A07	23316D
8A08	215838
8A0A	215840
8A0C	21583E
8A0D	233173
8A0E	21583D
8A0F	233170
8A10	21583B
8A11	233171
8A12	233172
8A13	215843
8A15	21583F
8A16	215841
8A17	215842
8A18	21583C
8A1B	21584A
8A1D	215846
8A1F	21584B
8A22	233225
8A23	215845
8A25	455847
8A27	23317A
8A29	23317D
8A2A	215844
8A2D	215849
8A31	215848
8A33	4B5946
8A34	215856
8A36	2D356A
8A3A	215857
8A3B	21584C
8A3C	39593F
8A3D	233240
8A3E	233258
8A41	215851
8A45	233242
8A46	215855
8A48	233239
8A4A	233228
8A4E	23322A
8A50	215854
8A51	233227
8A52	23323C
8A54	215852
8A55	21584E
8A56	233230
8A57	233237
8A58	23323B
8A5B	215853
8A5E	21584F
8A60	21584D
8A61	233256
8A62	215865
8A63	21585E
8A66	21585B
8A67	2D3B33
8A69	21585C
8A6B	215858
8A6C	215868
8A6D	215863
8A6E	215867
8A70	21585D
8A71	215866
8A72	215859
8A73	21585A
8A75	23325E
8A76	335D23
8A79	215864
8A7B	2D3632
8A7C	21585F
8A7E	2F317D
8A7F	23324F
8A82	233259
8A84	23325D
8A85	215862
8A86	233250
8A87	215861
8A89	275949
8A8A	275937
8A8C	21586D
8A8D	215870
8A8F	233269
8A91	215875
8A92	333642
8A93	21586E
8A95	215923
8A96	23326F
8A98	215874
8A9A	233271
8A9E	21586C
8AA0	215860
8AA1	21586B
8AA3	21586F
8AA4	4B5871
8AA5	215873
8AA6	21586A
8AA8	215872
8AAA	215869
8AAD	4B594A
8AAF	233331
8AB0	215922
8AB2	21587C
8AB6	23327E
8AB9	233338
8ABC	215876
8ABE	233321
8ABF	21587D
8AC2	215921
8AC4	215877
8AC6	233327
8AC7	215879
8AC9	21587E
8ACB	4B587A
8ACC	2D5927
8ACD	233336
8ACF	233325
8AD0	23333F
8AD1	23332C
8AD2	215878
8AD3	23332D
8AD4	233333
8AD6	215924
8AD7	233340
8ADA	696B5C
8ADB	23333B
8ADC	21592A
8ADD	23334C
8ADE	233362
8ADF	233353
8AE0	39365A
8AE1	233363
8AE2	233345
8AE4	233357
8AE6	215925
8AE7	215929
8AE9	2D593D
8AEB	215927
8AED	215930
8AEE	2D3622
8AF1	215928
8AF3	233344
8AF4	23334F
8AF5	233350
8AF6	23334E
8AF7	21592F
8AF8	21587B
8AFA	215926
8AFC	23335D
8AFE	21592E
8B00	21592B
8B01	2D592C
8B02	21592D
8B03	233356
8B04	215937
8B05	23337A
8B06	233379
8B07	233364
8B0A	215935
8B0B	233378
8B0C	23336B
8B0E	215933
8B0F	23337C
8B10	23337D
8B14	233359
8B16	233373
8B17	215931
8B19	215932
8B1A	2F3363
8B1B	215934
8B1C	23336F
8B1D	215938
8B1F	233376
8B20	4B5936
8B21	215936
8B26	23342D
8B28	21593B
8B29	23343A
8B2B	233422
8B2C	21593A
8B2D	35347B
8B33	233430
8B37	23342A
8B39	215939
8B3C	3F3573
8B3E	233438
8B3F	23344F
8B41	215941
8B45	233473
8B46	23344A
8B48	233442
8B49	21593F
8B4A	233449
8B4C	233349
8B4D	23345F
8B4E	21593E
8B4F	215942
8B53	233448
8B54	233444
8B56	23344D
8B58	21593C
8B59	233459
8B5A	215940
8B5B	35344D
8B5C	21593D
8B5F	2D3748
8B66	215945
8B6B	233468
8B6C	215944
8B6D	23346B
8B6F	215946
8B70	215943
8B71	33523F
8B72	2D594C
8B74	215947
8B77	215948
8B78	233470
8B7D	215949
8B7E	23347B
8B80	21594A
8B81	233479
8B83	2D594F
8B85	233478
8B87	233526
8B8A	21594B
8B8B	233523
8B8C	2D4A28
8B8E	2D306C
8B90	33306C
8B92	21594E
8B93	21594C
8B94	23352E
8B95	23352D
8B96	21594D
8B99	334621
8B9A	21594F
8B9C	233537
8B9E	473539
8B9F	23353A
8BA0	455837
8BA1	275838
8BA2	275839
8BA3	27583A
8BA4	275870
8BA5	275942
8BA6	27583B
8BA7	27583E
8BA8	27583D
8BA9	27594C
8BAA	27583F
8BAB	275841
8BAD	275843
8BAE	275943
8BAF	275840
8BB0	27583C
8BB2	275934
8BB3	275928
8BB4	293430
8BB5	29322A
8BB6	275846
8BB7	275847
8BB8	275848
8BB9	27584A
8BBA	275924
8BBC	27584B
8BBD	27592F
8BBE	275849
8BBF	275844
8BC0	275845
8BC1	27593F
8BC2	275851
8BC3	51356A
8BC4	27584E
8BC5	275853
8BC6	27593C
8BC8	275854
8BC9	275856
8BCA	275857
8BCB	275855
8BCC	29337A
8BCD	27584F
8BCE	29323B
8BCF	275852
8BD1	275946
8BD2	29323C
8BD3	293250
8BD4	29325D
8BD5	27585B
8BD6	29324F
8BD7	27585C
8BD8	27585D
8BD9	27585F
8BDA	275860
8BDB	275862
8BDC	29325E
8BDD	275866
8BDE	275923
8BDF	275868
8BE0	275867
8BE1	275863
8BE2	275865
8BE3	27585E
8BE4	293336
8BE5	275859
8BE6	27585A
8BE7	275858
8BE8	293345
8BE9	293256
8BEB	27586B
8BEC	27586F
8BED	27586C
8BEE	293271
8BEF	275871
8BF0	275873
8BF1	275874
8BF2	275872
8BF3	275875
8BF4	275869
8BF5	27586A
8BF6	4B3642
8BF7	27587A
8BF8	27587B
8BF9	293325
8BFA	27592E
8BFB	27594A
8BFC	29332C
8BFD	293338
8BFE	27587C
8BFF	27587E
8C00	29333B
8C01	275922
8C02	293340
8C03	27587D
8C04	275921
8C05	275878
8C06	275877
8C07	29327E
8C08	275879
8C0A	275876
8C0B	27592B
8C0C	29334E
8C0D	27592A
8C0E	275935
8C0F	275927
8C10	275929
8C11	293359
8C12	27592C
8C13	27592D
8C14	293357
8C15	275930
8C16	29335D
8C17	27594E
8C18	4B3622
8C19	293344
8C1A	275926
8C1B	275925
8C1C	275933
8C1D	293362
8C1F	27593B
8C20	293537
8C21	293373
8C22	275938
8C23	275936
8C24	275931
8C25	4D3363
8C26	275932
8C27	29337D
8C28	275939
8C29	293438
8C2A	473422
8C2B	47347B
8C2C	27593A
8C2D	275940
8C2E	29344D
8C2F	293459
8C30	29352D
8C31	27593D
8C32	27593E
8C33	293539
8C34	275947
8C35	293468
8C36	27594D
8C37	274F40
8C3A	23353D
8C3F	215952
8C40	233544
8C41	215951
8C42	233545
8C46	215953
8C47	23354B
8C48	215954
8C49	215955
8C4A	335958
8C4B	23354D
8C4C	215956
8C4E	215957
8C4F	233550
8C50	215958
8C54	215959
8C55	233552
8C57	233554
8C5A	21595A
8C5C	233555
8C5D	233556
8C61	273257
8C62	21595C
8C68	233563
8C6A	21595D
8C6B	21595E
8C6C	21595F
8C6D	233565
8C73	23356D
8C74	23356F
8C75	233571
8C76	233574
8C77	233573
8C78	23357B
8C79	215961
8C7A	215960
8C7B	23357D
8C7C	2F3639
8C82	215962
8C85	23362D
8C86	23362A
8C88	23362E
8C89	215964
8C8A	215963
8C8C	215966
8C8D	215965
8C8E	355D5C
8C93	215967
8C94	233639
8C98	2D5963
8C9B	233641
8C9D	215968
8C9E	215969
8C9F	233643
8CA0	21596A
8CA1	21596C
8CA2	21596B
8CA4	233644
8CA7	215971
8CA8	21596F
8CA9	215972
8CAA	215970
8CAB	21596E
8CAC	21596D
8CAD	2D5A34
8CAE	513051
8CAF	215973
8CB0	23364E
8CB2	215A26
8CB3	333051
8CB4	215978
8CB5	233652
8CB6	21597B
8CB7	21597A
8CB8	21597D
8CB9	233653
8CBA	233651
8CBB	215975
8CBC	215979
8CBD	21597C
8CBF	21597E
8CC0	215977
8CC1	215976
8CC2	215A28
8CC3	215A27
8CC4	215A25
8CC5	215A21
8CC7	215A22
8CC8	215A24
8CC9	393E47
8CCA	215A23
8CCD	233657
8CCE	4B5A31
8CD1	215A2A
8CD2	215A2B
8CD3	215A29
8CD5	23365F
8CD8	23365E
8CD9	233674
8CDA	233670
8CDB	2D5A3D
8CDC	215A33
8CDD	233672
8CDE	215A32
8CE0	215A2C
8CE1	23366A
8CE2	215A30
8CE3	215A2F
8CE4	215A31
8CE6	215A2D
8CE8	233667
8CE9	233668
8CEA	215A34
8CEB	23366F
8CEC	333C52
8CED	215A35
8CEE	233676
8CF1	23367B
8CF4	215A36
8CF5	23367C
8CF7	233721
8CF8	2D3377
8CFA	215A38
8CFB	23367E
8CFC	215A3A
8CFD	215A37
8CFE	233726
8D04	233725
8D05	215A39
8D07	23372B
8D08	4B5A3B
8D09	23372D
8D0A	215A3D
8D0B	215A3C
8D0C	233732
8D0D	215A3F
8D0F	215A3E
8D10	23373A
8D11	233739
8D12	23373B
8D13	215A40
8D14	23373D
8D16	215A41
8D18	23373E
8D1B	215A42
8D1D	275968
8D1E	275969
8D1F	27596A
8D21	27596B
8D22	27596C
8D23	27596D
8D24	275A30
8D25	274247
8D26	393C52
8D27	27596F
8D28	275A34
8D29	275972
8D2A	275970
8D2B	275971
8D2C	27597B
8D2D	275A3A
8D2E	4B5973
8D2F	27596E
8D30	453051
8D31	275A31
8D32	275976
8D33	29364E
8D34	275979
8D35	275978
8D36	293651
8D37	27597D
8D38	27597E
8D39	275975
8D3A	275977
8D3B	27597C
8D3C	275A23
8D3D	293725
8D3E	275A24
8D3F	275A25
8D40	275A26
8D41	275A27
8D42	275A28
8D43	275A40
8D44	275A22
8D45	275A21
8D46	29373A
8D47	29365F
8D48	275A2A
8D49	293670
8D4A	275A2B
8D4B	275A2D
8D4C	275A35
8D4D	47366F
8D4E	275A41
8D4F	275A32
8D50	275A33
8D53	29366A
8D54	275A2C
8D55	29366B
8D56	275A36
8D58	275A39
8D59	29367E
8D5A	275A38
8D5B	275A37
8D5C	293726
8D5D	275A3C
8D5E	275A3D
8D60	275A3B
8D61	275A3F
8D62	275A3E
8D63	275A42
8D64	215A43
8D66	215A45
8D67	215A44
8D6B	215A46
8D6C	233748
8D6D	215A47
8D70	215A48
8D71	2D5A48
8D73	215A4A
8D74	215A49
8D75	275A4F
8D76	275A50
8D77	215A4B
8D78	233752
8D7A	23375C
8D81	215A4E
8D82	2D5A4E
8D84	233761
8D85	215A4C
8D8A	215A4D
8D8B	275A53
8D8D	233775
8D91	2F3833
8D94	233771
8D95	215A50
8D96	233822
8D99	215A4F
8D9F	215A52
8DA1	23382F
8DA3	215A51
8DA6	233833
8DA8	215A53
8DAB	233852
8DAF	233859
8DB0	23385A
8DB1	293866
8DB2	233866
8DB3	215A54
8DB4	215A55
8DB5	3B3922
8DB8	275B26
8DB9	233870
8DBA	23386F
8DBC	23386E
8DBE	215A56
8DBF	233873
8DC1	233872
8DC2	233871
8DC3	275B29
8DC4	293A2E
8DC5	23392B
8DC6	215A5C
8DCB	215A5A
8DCC	215A5E
8DCE	215A57
8DCF	233921
8DD0	233927
8DD1	215A5D
8DD6	233922
8DD7	2F386F
8DDA	215A5B
8DDB	215A59
8DDD	215A58
8DDE	293A5F
8DDF	215A60
8DE1	215A5F
8DE3	23393B
8DE4	23392F
8DE5	2D5A63
8DE6	23393A
8DE7	23393D
8DE8	215A61
8DE9	233938
8DEA	215A64
8DEB	233935
8DEC	233934
8DEF	215A65
8DF2	23393E
8DF3	215A62
8DF4	233936
8DF5	4B5A68
8DF7	275A7E
8DF8	293A40
8DF9	293A5E
8DFA	215A63
8DFB	293A57
8DFC	215A66
8DFD	233941
8DFF	233944
8E01	233949
8E04	23394E
8E05	233946
8E06	233950
8E08	334C3E
8E09	23393F
8E0A	275A71
8E0C	275B28
8E0F	215A6B
8E10	215A68
8E14	233968
8E16	233964
8E18	233969
8E1D	215A6A
8E1E	23395C
8E1F	215A6D
8E21	233958
8E22	215A69
8E23	233954
8E26	233966
8E27	233967
8E28	335A7B
8E29	215A6C
8E2A	233952
8E2B	215A67
8E2C	293A60
8E2E	233957
8E2F	275B2A
8E30	233A21
8E31	215A6F
8E34	215A71
8E35	215A73
8E36	233979
8E39	215A72
8E3A	70755D
8E3D	23397E
8E40	233977
8E41	23396F
8E42	215A70
8E44	215A6E
8E46	233A26
8E47	233A24
8E48	215A76
8E49	215A74
8E4A	215A77
8E4B	215A75
8E4C	233A2E
8E4F	233A32
8E50	233A30
8E51	275B2B
8E52	275A78
8E54	233A3A
8E55	233A40
8E59	215A79
8E5A	233A3E
8E5C	233A34
8E5D	233A43
8E5E	233A3F
8E5F	2D5A5F
8E60	233A36
8E61	233A41
8E62	233A35
8E63	215A78
8E64	215A7B
8E66	215A7A
8E67	233A3B
8E69	233A4B
8E6C	215A7D
8E6D	233A48
8E6E	2F3A5E
8E6F	334C37
8E70	293A46
8E72	215A7C
8E74	233A45
8E75	233A44
8E76	215B21
8E7A	215A7E
8E7B	2D5A7E
8E7C	215B22
8E7F	293A6B
8E81	215B24
8E82	215B23
8E83	233A52
8E84	233A53
8E85	215B27
8E87	215B25
8E89	215B26
8E8A	215B28
8E8B	233A57
8E8D	4B5B29
8E8F	275B2C
8E90	233A62
8E91	215B2A
8E92	233A5F
8E93	233A60
8E94	233A5D
8E95	233A46
8E98	233A63
8E99	233A72
8E9A	233A5E
8E9C	293A70
8E9E	233A64
8EA1	215B2B
8EA5	233A6B
8EA7	233A6F
8EA9	233A71
8EAA	215B2C
8EAB	215B2D
8EAC	215B2E
8EAD	2D526C
8EAF	275B31
8EB0	33615A
8EB1	2D5B2F
8EB2	215B2F
8EB3	233A78
8EB6	233A7D
8EBA	215B30
8EBC	233A7A
8EBE	696D3F
8EC0	215B31
8EC5	696D40
8EC6	2D615A
8EC8	696D41
8EC9	233B2E
8ECA	215B32
8ECB	215B33
8ECC	215B35
8ECD	215B34
8ECE	233B31
8ECF	233B2F
8ED2	215B36
8ED4	215B37
8ED5	233B33
8EDB	215B39
8EDF	215B38
8EE2	4B5B55
8EE3	4B5B58
8EE8	233B4B
8EEB	233B4F
8EF8	215B3B
8EF9	233B42
8EFA	233B3F
8EFB	215B3A
8EFC	215B3C
8EFD	2D5B43
8EFE	215B3E
8EFF	233B51
8F00	233B56
8F03	215B3D
8F05	233B59
8F07	233B5B
8F08	233B5A
8F09	215B3F
8F0A	215B40
8F0C	4B5B46
8F12	215B42
8F13	215B44
8F14	215B41
8F15	215B43
8F17	233B75
8F19	2D5B42
8F1B	215B46
8F1C	215B4B
8F1D	215B48
8F1E	233B6B
8F1F	215B47
8F20	233B6E
8F25	233B6D
8F26	215B45
8F27	233B63
8F29	215B49
8F2A	215B4A
8F2C	233B64
8F2D	233B7D
8F2E	233B79
8F2F	215B4D
8F33	233B7A
8F34	233C27
8F36	233B78
8F38	215B4E
8F39	233C26
8F3B	215B4C
8F3C	2F3C2D
8F3E	215B50
8F3F	215B53
8F40	233C2D
8F42	4B5B52
8F44	215B4F
8F45	215B51
8F46	233C30
8F47	233C33
8F49	215B55
8F4A	233C31
8F4C	696D5A
8F4D	215B54
8F4E	215B57
8F52	233C3D
8F54	215B56
8F55	233C4B
8F56	233C48
8F57	233C49
8F58	233C4C
8F5C	233C4D
8F5D	233C53
8F5E	233C4E
8F5F	215B58
8F61	215B59
8F62	233C57
8F63	233C59
8F64	233C5A
8F66	275B32
8F67	275B33
8F68	275B35
8F69	275B36
8F6B	275B37
8F6C	275B55
8F6D	275B39
8F6E	275B4A
8F6F	275B38
8F70	275B58
8F71	293B3E
8F72	275B3A
8F73	293C5A
8F74	275B3B
8F75	293B42
8F76	275B3C
8F77	293B47
8F78	293B4F
8F79	293C57
8F7A	293B3F
8F7B	275B43
8F7C	275B3E
8F7D	275B3F
8F7E	275B40
8F7F	275B57
8F81	293B5B
8F82	293B59
8F83	275B3D
8F84	275B42
8F85	275B41
8F86	275B46
8F87	275B45
8F88	275B49
8F89	275B48
8F8A	293B6D
8F8B	293B6B
8F8D	275B47
8F8E	275B4B
8F8F	293B7A
8F90	275B4C
8F91	275B4D
8F93	275B4E
8F94	275B59
8F95	275B51
8F96	275B4F
8F97	275B50
8F98	293C30
8F99	275B54
8F9A	275B56
8F9B	215B5A
8F9C	215B5B
8F9E	275B60
8F9F	4B5C54
8FA0	2D5232
8FA2	2D5B5D
8FA3	215B5D
8FA4	233C65
8FA5	233C66
8FA6	215B5F
8FA7	2D5B5E
8FA8	215B5E
8FA9	275B61
8FAB	27517A
8FAD	215B60
8FAE	21517A
8FAF	215B61
8FB0	215B62
8FB1	215B63
8FB2	215B64
8FB5	233C6C
8FB6	4D3C6C
8FB7	233C6D
8FB9	275C5B
8FBA	4B5C5B
8FBB	233C6E
8FBC	233C70
8FBD	275C52
8FBE	275C39
8FBF	233C74
8FC1	275C51
8FC2	275C3C
8FC4	215B68
8FC5	215B67
8FC6	215B66
8FC7	275C3E
8FC8	275C56
8FCA	233C7A
8FCB	233C77
8FCD	233C7D
8FCE	215B6A
8FD0	275C34
8FD1	215B6B
8FD2	233C75
8FD3	233C7B
8FD4	215B6C
8FD5	233D22
8FD8	275C57
8FD9	275B7D
8FDA	233D21
8FDB	275C33
8FDC	275C44
8FDD	275C3A
8FDE	275B7E
8FDF	275C50
8FE2	215B6F
8FE4	233D2F
8FE5	215B71
8FE6	215B6E
8FE8	2D5C2F
8FE9	2D5C5A
8FEA	215B70
8FEB	215B73
8FED	274C3C
8FEE	233D30
8FEF	2D5B7A
8FF0	275B6D
8FF3	513D67
8FF4	333768
8FF7	215B76
8FF8	293D4E
8FF9	233D35
8FFA	33303A
8FFB	233D3C
8FFD	215B7B
9000	215B77
9001	215B74
9002	275C49
9003	215B7A
9004	233D3F
9005	215B7C
9006	215B75
9008	233D40
9009	275C4F
900A	275C45
900B	233D45
900C	233D48
900D	215C26
900E	2F3D5D
900F	215C2A
9010	215C24
9011	233D44
9012	275C48
9013	2D5C48
9014	215C2E
9015	2D3D67
9016	215C2C
9017	215C22
9019	215B7D
901A	215C28
901B	215C2D
901D	215C23
901E	215C27
901F	215C21
9020	215C29
9021	233D49
9022	215C2B
9023	215B7E
9026	275C5C
9027	696D7A
9029	33392F
902C	233D4E
902D	233D4A
902E	215C2F
902F	233D58
9031	215C31
9032	215C33
9034	233D57
9035	215C30
9036	233D59
9037	233D56
9038	4B5C32
9039	4B5C39
903B	275C5D
903C	215C3B
903E	215C42
9041	215C41
9042	215C37
9044	233D6A
9045	4B5C50
9046	233D5B
9047	215C3C
9049	233D67
904A	33477B
904B	215C34
904D	215C3F
904E	215C3E
904F	215C3D
9050	215C38
9051	215C40
9052	233D5D
9053	215C36
9054	215C39
9055	215C3A
9056	696E28
9057	275C53
9058	215C43
9059	4B5C47
905B	233D78
905C	215C45
905D	233D75
905E	215C48
9060	215C44
9061	39483B
9062	233D74
9063	215C46
9065	215C47
9068	215C4B
9069	215C49
906B	233D7B
906D	215C4C
906E	215C4A
906F	233E25
9070	233E21
9072	215C50
9074	215C4E
9075	215C4D
9076	233E28
9077	215C51
9078	215C4F
9079	233E26
907A	215C53
907B	233E2A
907C	215C52
907D	215C55
907F	215C54
9080	215C59
